cve_ent,cve_mun,pob_mun,CVEGEO,pob_rural,pob_total,pct_rural,n_estab_4671,empleo_aprox_4671,actividades,dens_estab_10k,dens_empleo_10k,IM_2020,area_km2
20,10,13474,20010,10916,13518,0.807515905,9,22.5,Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de pintura | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,6.679530948,16.69882737,56.3840902,252.7521533
20,11,1402,20011,1402,1402,1,1,2.5,Comercio al por menor en ferreterías y tlapalerías,7.132667618,17.83166904,49.43303324,67.6712232
20,12,11166,20012,11166,11253,0.992268728,8,38,Comercio al por menor de pintura | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos,7.164606842,34.0318825,46.43785395,182.1788804
20,13,3043,20013,63,3058,0.0206017,6,20.5,Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos,19.71738416,67.36772921,55.19314276,10.29085639
20,14,28082,20014,2067,28123,0.07349856,37,331,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,13.17569974,117.8690976,57.53812814,295.0488964
20,15,5356,20015,2164,5365,0.403355079,1,2.5,Comercio al por menor en ferreterías y tlapalerías,1.867064974,4.667662435,46.8164476,119.818454
20,16,9563,20016,9563,9563,1,8,20,Comercio al por menor en ferreterías y tlapalerías,8.365575656,20.91393914,42.70356491,126.2222312
20,17,3607,20017,3607,3607,1,0,0,NA,0,0,49.5829311,104.5451837
20,18,752,20018,752,754,0.99734748,1,2.5,Comercio al por menor de vidrios y espejos,13.29787234,33.24468085,52.26757949,224.2151696
20,19,2754,20019,2754,2765,0.9960217,0,0,NA,0,0,51.34761815,173.402525
20,20,4847,20020,4847,4870,0.995277207,2,5,Comercio al por menor en ferreterías y tlapalerías,4.126263668,10.31565917,49.48343045,57.24608572
20,21,14488,20021,6163,14506,0.424858679,20,68,Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza,13.80452789,46.93539481,54.56279646,111.7528107
20,22,803,20022,803,813,0.987699877,0,0,NA,0,0,53.55730841,111.428647
20,23,26882,20023,11119,26892,0.41346869,27,67.5,Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos,10.04389554,25.10973886,52.2434812,49.89064453
20,24,3644,20024,3644,3659,0.995900519,1,2.5,Comercio al por menor en ferreterías y tlapalerías,2.744237102,6.860592755,49.13411714,78.98959804
20,25,11356,20025,302,11365,0.026572811,10,43,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos,8.805917577,37.86544558,53.69244037,22.78137987
20,26,9035,20026,6298,9040,0.696681416,37,103.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza,40.9518539,114.5545102,52.22146335,133.6004267
20,27,2179,20027,2179,2183,0.998167659,4,10,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos,18.35704452,45.89261129,49.08543097,35.9244285
20,28,23148,20028,11980,23159,0.517293493,24,83.5,Comercio al por menor de pintura | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,10.36806636,36.07223086,51.72038559,318.6119791
20,29,4215,20029,4215,4215,1,2,5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza,4.744958482,11.8623962,47.91899068,35.73228767
20,30,8730,20030,605,8956,0.067552479,13,61.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,14.89117984,70.4467354,58.97140127,56.28774345
20,31,7185,20031,4165,7189,0.579357352,14,40.5,Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías,19.48503827,56.36743215,50.80770756,112.1676754
20,32,1077,20032,1077,1077,1,0,0,NA,0,0,49.71475788,61.18166196
20,33,2929,20033,2929,2929,1,0,0,NA,0,0,57.03907731,4.288270952
20,34,1288,20034,1288,1288,1,2,5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos,15.52795031,38.81987578,53.59839444,30.79836913
20,35,657,20035,657,671,0.979135618,1,2.5,Comercio al por menor en ferreterías y tlapalerías,15.22070015,38.05175038,58.30748907,4.510495727
20,36,5256,20036,5256,5275,0.996398104,2,5,Comercio al por menor en ferreterías y tlapalerías,3.805175038,9.512937595,51.46172476,281.6040123
20,37,4424,20037,4424,4441,0.996172033,2,10.5,Comercio al por menor en ferreterías y tlapalerías,4.52079566,23.73417722,49.3985715,175.105789
20,38,1885,20038,1885,1890,0.997354497,3,7.5,Comercio al por menor en ferreterías y tlapalerías,15.91511936,39.78779841,51.43037542,59.05140209
20,39,78313,20039,22150,78313,0.282839375,202,674,Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos,25.79392949,86.06489344,56.85213287,325.4127398
20,40,6385,20040,6385,6392,0.998904881,2,5,Comercio al por menor en ferreterías y tlapalerías,3.132341425,7.830853563,43.52878078,46.92156361
20,41,31710,20041,19228,31726,0.606064427,39,126.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de vidrios y espejos,12.29895932,39.8927783,47.73155803,147.6413871
20,42,8385,20042,5035,8390,0.60011919,8,20,Comercio al por menor de pintura | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,9.54084675,23.85211688,54.40542059,562.2873498
20,43,113570,20043,12703,113884,0.111543325,134,581,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de artículos para albercas y otros artículos,11.79889055,51.1578762,56.3006741,915.3506232
20,44,40934,20044,9465,41318,0.229076916,43,124,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para la limpieza,10.50471491,30.29266624,55.22004912,485.009253
20,45,7888,20045,4875,7892,0.617714141,5,12.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza,6.338742394,15.84685598,57.45021202,26.99534825
20,46,2943,20046,2943,2957,0.995265472,5,12.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza,16.98946653,42.47366633,52.24777617,234.8781189
20,47,81,20047,81,82,0.987804878,0,0,NA,0,0,55.36313448,26.73687517
20,48,1433,20048,1433,1435,0.998606272,0,0,NA,0,0,49.15805454,41.11816867
20,49,1184,20049,1184,1184,1,0,0,NA,0,0,51.65030213,10.36374228
20,50,3750,20050,3750,3750,1,7,23,Comercio al por menor en ferreterías y tlapalerías,18.66666667,61.33333333,49.56115526,85.15292577
20,51,4764,20051,120,4764,0.025188917,13,32.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,27.28799328,68.21998321,44.73473544,39.44103739
20,52,5996,20052,2391,5999,0.398566428,9,22.5,Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos,15.01000667,37.52501668,53.22117871,844.4501915
20,53,1297,20053,1297,1306,0.993108729,0,0,NA,0,0,55.26066865,124.8657133
20,54,404,20054,404,404,1,0,0,NA,0,0,53.88667538,24.84170459
20,55,3739,20055,3739,3747,0.997864959,7,17.5,Comercio al por menor de vidrios y espejos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza,18.72158331,46.80395828,53.63164368,144.0381495
20,56,1446,20056,1446,1457,0.99245024,1,2.5,Comercio al por menor en ferreterías y tlapalerías,6.915629322,17.28907331,51.17774756,57.74194293
20,57,38183,20057,13851,38504,0.359728859,62,260,Comercio al por menor de pintura | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de artículos para albercas y otros artículos,16.23759265,68.09313045,54.5662483,1357.179326
20,58,12722,20058,12722,12763,0.996787589,7,17.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura,5.502279516,13.75569879,45.94543815,181.8607794
20,59,50375,20059,21245,50414,0.421410719,83,293,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para albercas y otros artículos,16.4764268,58.16377171,53.84879192,469.5126593
20,60,2487,20060,2487,2487,1,2,5,Comercio al por menor en ferreterías y tlapalerías,8.041817451,20.10454363,50.70164294,67.79061535
20,61,2893,20061,2893,2893,1,1,2.5,Comercio al por menor en ferreterías y tlapalerías,3.456619426,8.641548566,48.1697305,22.52612148
20,62,498,20062,498,498,1,0,0,NA,0,0,55.61418113,2.214071327
20,63,4293,20063,88,4293,0.020498486,12,30,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,27.95248078,69.88120196,56.8758399,4.289123068
20,64,8494,20064,8494,8526,0.996246775,3,7.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza,3.531904874,8.829762185,52.93417037,506.0573217
20,65,1079,20065,1079,1083,0.996306556,1,2.5,Comercio al por menor en ferreterías y tlapalerías,9.267840593,23.16960148,49.88989888,72.52669235
20,66,5342,20066,2124,5395,0.393697868,7,17.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,13.10370648,32.75926619,53.70497218,549.6697135
20,67,270955,20067,3536,270992,0.013048356,694,2990.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos | Comercio al por menor de pintura | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas,25.61310919,110.3688804,58.68025355,89.65765979
